Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Interferon Alpha Response,0.25037510889030634,0.9529851411384118,0.5272727272727272,0.739644233520136,1.0,14/53,21.47%,HLA-C;SLC25A28;IFITM3;OGFR;TDRD7;LGALS3BP;B2M;PSME1;CNP;CD47;TRIM26;MVB12A;TAP1;IRF2
prerank,Notch Signaling,0.2850576272511536,0.9387068201607465,0.5478723404255319,0.7533951521067186,1.0,7/26,18.99%,KAT2A;SAP30;FZD7;DLL1;ST3GAL6;DTX1;JAG1
prerank,IL-2/STAT5 Signaling,0.20129206412126596,0.9077220789643152,0.6661184210526315,0.8137817031124546,1.0,24/127,15.67%,LIF;S100A1;RNH1;CDKN1C;IFITM3;CD81;AHNAK;DHRS3;RGS16;IL3RA;NT5E;MYO1C;RRAGD;MAPKAPK2;FURIN;ETV4;TRAF1;PIM1;APLP1;NRP1;GPX4;WLS;SERPINB6;AGER
prerank,Angiogenesis,0.2964529150533216,0.8623820087994519,0.6811881188118812,0.8795864945206088,1.0,6/16,21.99%,LRPAP1;NRP1;TIMP1;FGFR1;JAG1;VEGFA
prerank,Apical Junction,0.1936922015004216,0.8687357723995973,0.7507692307692307,0.8916483650561249,1.0,34/125,27.39%,RSU1;DHX16;NRTN;MYL12B;JAM3;CD99;THY1;MADCAM1;TSPAN4;AMH;INPPL1;ITGA3;TRAF1;HRAS;ACTG1;EVL;LDLRAP1;CALB2;IKBKG;LIMA1;MMP2;PFN1;ACTN1;ADAM15;ITGB4;NRXN2;MAP4K2;CTNND1;SDC3;ACTB;MAPK11;ACTN4;AMIGO1;FBN1
prerank,Allograft Rejection,0.20154459416060244,0.8300863988631924,0.8207236842105263,0.8998396430314438,1.0,16/73,20.80%,LIF;AKT1;EIF3D;INHBA;FLNA;THY1;MAP4K1;RPS3A;RPS9;DEGS1;B2M;TIMP1;CD47;HLA-E;TAP1;HDAC9
prerank,IL-6/JAK/STAT3 Signaling,0.23460785402931467,0.8409023750863707,0.7495395948434622,0.9033531421353315,1.0,9/39,15.86%,OSMR;JUN;IL3RA;HAX1;IL17RB;PIM1;TNFRSF1A;CNTFR;IL17RA
prerank,Spermatogenesis,0.20080947858305734,0.7926167027864761,0.8336,0.9136849880627333,1.0,11/60,15.37%,VDAC3;RFC4;JAM3;HSPA4L;TALDO1;EZH2;NEFH;SNAP91;SCG3;LPIN1;SCG5
prerank,Myc Targets V2,0.2316100445088631,0.8065841679531017,0.8006872852233677,0.9154492706469279,1.0,17/35,34.70%,NOP56;CBX3;HSPD1;SLC19A1;PHB;GNL3;UNG;MPHOSPH10;PUS1;PA2G4;TCOF1;SRM;HK2;FARSA;TFB2M;NDUFAF4;NOLC1
prerank,Cholesterol Homeostasis,0.20097449646239723,0.7726925777388148,0.8711755233494364,0.9175900952968071,1.0,13/54,20.98%,ECH1;ABCA2;ACAT2;ATF3;PMVK;GSTM2;ACTG1;GLDC;CLU;FASN;JAG1;FABP5;ANXA5
